timestamp,tvlUSD,tvlETH,BTC,ETH,DAI,date
1528243200,170668400,280612.2985859915,20.72965959,238301.9697634817,224360.0900543095,2018-06-06
1528156800,165564313,279995.7940843213,20.65263222,238012.3999988296,231648.0077936855,2018-06-05
1528070400,172141386,278082.46127005154,20.75032073,237556.5436442402,220689.0892550774,2018-06-04
1527984000,165106770,279590.82519093016,21.425777,237748.8056447549,225326.7716297081,2018-06-03
1527897600,161289757,278561.2631906184,21.15485577,236941.2274587025,234938.7877203194,2018-06-02
1527811200,160486751,278029.12357292586,21.14322611,237139.4284435196,232769.3569469146,2018-06-01
1527724800,153590379,275686.349439977,22.30381581,235071.15375942702,249722.5927169769,2018-05-31
1527638400,155577525,274532.424563261,22.30381581,234866.8313770961,251240.0702906095,2018-05-30
1527552000,134721771,263113.0422045583,20.69116546,224356.26177612558,250756.0942086885,2018-05-29
1527465600,143366445,251679.03412681696,21.72816704,218359.410755141,253466.9067338123,2018-05-28
1527379200,146378643,249895.25232177,21.1090999,215378.55774055672,253096.8433527868,2018-05-27
1527292800,145703377,249163.5634522975,21.22525055,214614.05808498818,250789.3666327827,2018-05-26
1527206400,149066738,247347.9872564962,22.44142556,213649.7227207192,256086.0269084397,2018-05-25
1527120000,141856366,245847.32673610508,22.20608525,212102.4517280589,252851.9892265829,2018-05-24
1527033600,159396651,248622.17837534315,21.83840494,217126.7403781666,247203.1689324327,2018-05-23
1526947200,172713587,247891.7041034547,21.37671343,214718.30922704982,247582.3869587143,2018-05-22
1526860800,178318713,249344.49136544782,21.14059776,213742.43234217822,241866.3062227604,2018-05-21
1526774400,174593522,250834.7417570577,20.93271974,213861.58809076602,242715.3043802359,2018-05-20
1526688000,172424873,248604.8603601655,20.88759633,211049.76756276752,229557.6384022957,2018-05-19
1526601600,165801316,248053.31458236714,20.86445743,209818.8283581468,238737.0433905899,2018-05-18
1526515200,172654087,244306.84014659477,20.83964689,209071.4456727971,240627.7400343402,2018-05-17
1526428800,171567791,243137.84791111617,20.66085792,208844.6195391877,240753.5772986537,2018-05-16
1526342400,176716559,242939.41381064325,20.36240848,208293.2498389304,246449.7502829898,2018-05-15
1526256000,177209232,242972.0459593605,20.02348192,207368.2638753612,240716.1490000442,2018-05-14
1526169600,165517449,242112.0019308408,19.65371635,207209.28795796869,254123.8870532182,2018-05-13
1526083200,163087860,240613.54381823546,19.50610337,206217.2606375406,264907.115342922,2018-05-12
1525996800,172153067,237902.05906333347,19.50264782,204993.2626049528,270560.6674593551,2018-05-11
1525910400,176948323,235532.26270182492,19.0966502,203661.8798477202,264847.323277044,2018-05-10
1525824000,176495675,236023.04791452148,18.93230005,202527.5571649202,264100.8124222511,2018-05-09
1525737600,174224263,231561.10926514177,18.79166967,198306.4268311832,259211.5428815332,2018-05-08
1525651200,180996674,228996.66493756248,18.70777431,196778.5342211101,263566.3894602194,2018-05-07
1525564800,186855019,228823.54547569773,18.87245271,195769.51796631317,263965.2532996905,2018-05-06
1525478400,180360136,229995.4551830551,18.66689715,196791.2898217673,270344.6012282069,2018-05-05
1525392000,178900895,230014.7792434879,18.57021639,196553.1576042156,270154.6534309525,2018-05-04
1525305600,162812040,237079.59344147713,18.45833593,197359.1073940938,259778.1109504447,2018-05-03
1525219200,157696272,235083.36488722588,18.40067213,197632.1728210367,260266.6226593997,2018-05-02
1525132800,156692266,233855.09223329954,18.42111557,199434.96497093092,272314.4850958619,2018-05-01
1525046400,163161811,236703.09584947268,18.25075256,201632.4962743504,276356.397571789,2018-04-30
1524960000,163311364,239101.87695821497,17.95351389,201073.7313418691,273451.6268741766,2018-04-29
1524873600,152781395,237562.8109839532,17.76884501,200107.57311128662,273548.2406887857,2018-04-28
1524787200,149241031,225640.72360563042,17.3099429,191004.1585330602,279201.2234167253,2018-04-27
1524700800,140011691,226695.52637544123,16.99416706,189653.1094703586,284097.6075648896,2018-04-26
1524614400,152877574,217340.87858970714,16.93531839,184820.76617331218,276646.5322491811,2018-04-25
1524528000,142534136,221281.62948473135,16.89976531,185730.81888970832,278176.373018752,2018-04-24
1524441600,134757182,216885.04015579482,16.89976531,188951.59958473418,264524.8175710226,2018-04-23
1524355200,130767036,216083.14357949008,16.89976531,189004.0758417925,260582.9435392512,2018-04-22
1524268800,133184099,215798.07670495973,17.0092047,187777.2528448068,259758.9221949519,2018-04-21
1524182400,123097085,217006.76068752757,16.57995365,187756.2102833776,264797.9975068117,2018-04-20
1524096000,113028841,214973.64106660584,16.41456105,188610.867682948,266732.9270905158,2018-04-19
1524009600,106473264,211663.84509870186,16.01699525,185110.586380739,259054.9109894352,2018-04-18
1523923200,106490164,208122.74317431156,16.05185067,183947.5361852852,260652.4282792992,2018-04-17
1523836800,109596066,205174.6031151715,16.43595821,182162.9441077569,251074.6142756524,2018-04-16
1523750400,104559325,207958.24300403747,17.17834276,181274.81708644188,264503.9198681273,2018-04-15
1523664000,102124287,206328.36390819462,16.62535479,179945.6450176797,248675.9293124113,2018-04-14
1523577600,101142114,204761.84634072275,16.37240437,174355.1945625601,239210.1300100869,2018-04-13
1523491200,85994827,199806.7496921397,16.33381717,167285.3129487151,236501.6546928164,2018-04-12
1523404800,79684901,191711.53855407194,16.68226831,164457.8094773143,238237.2084778223,2018-04-11
1523318400,75411934,188992.86752543732,16.66971462,162238.0940118695,227668.0521445302,2018-04-10
1523232000,74549899,186039.87572369733,14.48937765,160120.0344262229,217673.2495933254,2018-04-09
1523145600,71698905,186240.59691412537,14.20680099,158272.6109018327,212020.2610802401,2018-04-08
1523059200,68881346,185989.8636425003,13.88428578,157959.7468944318,213495.0381367559,2018-04-07
1522972800,70107146,183800.8179744645,13.42869367,156623.90865638288,214935.6517083695,2018-04-06
1522886400,69024749,182291.691535719,12.89848327,155913.42505125268,211069.18087914708,2018-04-05
1522800000,72630318,174621.49400139446,12.97536335,153940.43645153698,208373.89081885782,2018-04-04
1522713600,68179506,177236.93979411456,12.26601141,153393.16995227168,207746.0296698485,2018-04-03
1522627200,65404640,172639.9366503893,12.28511625,149735.9487216118,194904.046968082,2018-04-02
1522540800,66446158,168615.11406602885,12.04772979,144208.6654081533,187443.7188821128,2018-04-01
1522454400,67573072,171579.29055683926,11.9764373,145922.3762807518,182365.0019575382,2018-03-31
1522368000,60454750,157450.64590061465,1300623.925358038,132860.1943195652,183672.0915099557,2018-03-30
1522281600,64534583,144719.0881976992,10.72719634,123349.81269310959,179782.6791123518,2018-03-29
1522195200,64699277,144167.02393154777,9.28132769,121284.836875953,175996.9021405549,2018-03-28
1522108800,67563427,138979.36191220634,9.3278278,118475.0476391239,180788.102089195,2018-03-27
1522022400,72197504,138052.85962865938,9.0479179,116145.8921699128,178537.1672789011,2018-03-26
1521936000,72123558,138653.8208662553,8.9436511,114867.36122268741,183707.9236934834,2018-03-25
1521849600,74822899,137582.55920859074,9.16135826,114801.02093216039,178582.1736106701,2018-03-24
1521763200,74375836,137761.09207431143,8.5338619,114437.9797581072,176125.9513973288,2018-03-23
1521676800,76202390,136097.56925220127,7.89941406,114110.1814562062,180640.8305049656,2018-03-22
1521590400,75110273,134710.0328209911,7.00530181,113527.25779181761,179253.1394076336,2018-03-21
1521504000,74687687,134439.18099180993,6.79296663,112647.776007446,179444.5074196098,2018-03-20
1521417600,69588405,129495.71067028919,6.05523129,108228.877389639,191237.1689365168,2018-03-19
1521331200,72706836,132244.74071918367,5.45190345,110631.2086723735,190873.1511163054,2018-03-18
1521244800,77939406,129784.36714235759,5.28518331,109122.94835786721,197656.8779835774,2018-03-17
1521158400,77954914,127656.82048930666,5.22245516,107583.55857985599,207313.49146005782,2018-03-16
